# ground truth trajectory
# timestamp tx ty tz qx qy qz qw
1548265882.52459 0.465253 -1.19719 1.96013 -0.0691367 -0.071177 0.00124302 0.995064
1548265882.55834 0.467286 -1.19505 1.96144 -0.0687001 -0.067751 0.00133905 0.995333
1548265882.59187 0.470438 -1.19245 1.9608 -0.0708821 -0.0591118 -0.0054303 0.995717
1548265882.62508 0.472957 -1.19037 1.95933 -0.0697975 -0.0546358 0.000611019 0.996064
1548265882.65830 0.474858 -1.18869 1.95722 -0.0702501 -0.0507767 -0.00657269 0.996215
1548265882.69158 0.475182 -1.18829 1.9548 -0.0689911 -0.0471073 -0.0113739 0.99644
1548265882.72479 0.47351 -1.18879 1.95259 -0.0635331 -0.04666 -0.00468994 0.996877
1548265882.75792 0.469839 -1.18979 1.95077 -0.0607631 -0.0486689 -0.00600671 0.996947
1548265882.79160 0.464272 -1.19055 1.9489 -0.058129 -0.0539881 -0.00745119 0.99682
1548265882.82456 0.457863 -1.19072 1.94752 -0.0533325 -0.0568067 -0.0066132 0.996938
1548265882.85821 0.451398 -1.18914 1.94615 -0.0516985 -0.0603973 -0.00714262 0.996809
1548265882.89144 0.445125 -1.18609 1.94516 -0.0501562 -0.0649602 -0.0081638 0.996593
1548265882.92486 0.440512 -1.18133 1.94553 -0.0479556 -0.0641832 -0.00551199 0.99677
1548265882.95815 0.436887 -1.17395 1.94608 -0.0505681 -0.0677586 -0.00740256 0.996392
1548265882.99143 0.433667 -1.16518 1.94651 -0.0529538 -0.067827 -0.00580094 0.996274
1548265883.02476 0.431584 -1.15508 1.94729 -0.0580448 -0.0666238 -0.0104081 0.996034
1548265883.05818 0.429559 -1.14558 1.94828 -0.0594927 -0.0661538 -0.0087067 0.995996
1548265883.09156 0.427924 -1.13617 1.94915 -0.062333 -0.0655735 -0.00882748 0.99586
1548265883.12521 0.426989 -1.12785 1.95027 -0.0623 -0.0628492 -0.00919093 0.996034
1548265883.15842 0.425414 -1.11991 1.95129 -0.0634914 -0.0617019 -0.00786303 0.996042
1548265883.19157 0.423061 -1.11312 1.95211 -0.0631107 -0.0612327 -0.00880039 0.996087
1548265883.22512 0.420533 -1.10699 1.95278 -0.0643412 -0.0621193 -0.00635271 0.995972
1548265883.25839 0.418588 -1.10252 1.95359 -0.0598896 -0.0606273 -0.0060276 0.996344
1548265883.29169 0.416126 -1.09738 1.95438 -0.063137 -0.0608901 -0.00982293 0.996097
1548265883.32503 0.41363 -1.09316 1.95544 -0.0615594 -0.0607081 -0.00788691 0.996224
1548265883.35842 0.411083 -1.08909 1.95682 -0.0614282 -0.0614242 -0.00782538 0.996189
1548265883.39182 0.408358 -1.08507 1.9579 -0.0630008 -0.0611181 -0.0115936 0.996073
1548265883.42509 0.405822 -1.08137 1.95885 -0.0625621 -0.0604713 -0.0110893 0.996146
1548265883.45850 0.403368 -1.07773 1.95986 -0.0652607 -0.0628539 -0.0118604 0.995816
1548265883.49153 0.401215 -1.07502 1.96071 -0.0654511 -0.0619322 -0.015847 0.995806
1548265883.52462 0.399337 -1.07193 1.96151 -0.0689799 -0.0622979 -0.017024 0.995525
1548265883.55828 0.398454 -1.06965 1.96228 -0.0689575 -0.0610834 -0.0214765 0.995516
1548265883.59149 0.398002 -1.06746 1.96275 -0.0702704 -0.0589561 -0.0292524 0.995355
1548265883.62485 0.397703 -1.06471 1.96322 -0.0714713 -0.0570772 -0.0329815 0.995262
1548265883.65829 0.397871 -1.06177 1.96368 -0.0759147 -0.0561503 -0.0407302 0.994699
1548265883.69164 0.398133 -1.05936 1.96438 -0.0773586 -0.0549669 -0.0478408 0.994337
1548265883.72501 0.398514 -1.05698 1.96515 -0.0809644 -0.0538521 -0.0536543 0.993814
1548265883.75812 0.398949 -1.05553 1.96588 -0.0831487 -0.049853 -0.0628458 0.993303
1548265883.79156 0.398816 -1.05471 1.9668 -0.0879578 -0.0496832 -0.0698812 0.992427
1548265883.82499 0.398297 -1.05474 1.96756 -0.090249 -0.0492705 -0.0760335 0.99179
1548265883.85807 0.397212 -1.05583 1.96819 -0.0913058 -0.0491019 -0.0799384 0.991394
1548265883.89172 0.396548 -1.05705 1.96833 -0.0916988 -0.0490852 -0.0835335 0.991062
1548265883.92520 0.395916 -1.05878 1.96841 -0.0936767 -0.0499147 -0.0869074 0.990545
1548265883.95849 0.39576 -1.0608 1.96849 -0.0949072 -0.050443 -0.090854 0.990047
1548265883.99188 0.396339 -1.06346 1.96861 -0.0968233 -0.049349 -0.100127 0.989022
1548265884.02505 0.39747 -1.06552 1.96878 -0.0987932 -0.048161 -0.102655 0.988627
1548265884.05847 0.399041 -1.06739 1.96914 -0.103267 -0.0471402 -0.104636 0.988011
1548265884.09167 0.400903 -1.07039 1.96967 -0.104096 -0.044799 -0.109489 0.987507
1548265884.12496 0.402568 -1.0727 1.96996 -0.104029 -0.0444467 -0.108864 0.987599
1548265884.15827 0.40495 -1.07543 1.96988 -0.104016 -0.0405721 -0.113665 0.987226
1548265884.19181 0.406951 -1.0773 1.96936 -0.104893 -0.0391865 -0.116534 0.986854
1548265884.22506 0.409221 -1.07878 1.96838 -0.106437 -0.0393378 -0.117628 0.986553
1548265884.25852 0.411751 -1.0808 1.96705 -0.107469 -0.0361456 -0.121407 0.986106
1548265884.29162 0.414468 -1.0832 1.96575 -0.107276 -0.0346521 -0.124488 0.985796
1548265884.32494 0.417617 -1.08548 1.96456 -0.106988 -0.0328388 -0.126131 0.985681
1548265884.35823 0.421188 -1.08935 1.96321 -0.105308 -0.0287375 -0.130989 0.985356
1548265884.39144 0.424696 -1.09362 1.96208 -0.101467 -0.0267884 -0.133623 0.98546
1548265884.42508 0.428962 -1.09718 1.96062 -0.102496 -0.0215994 -0.137487 0.98495
1548265884.45830 0.43252 -1.10131 1.95919 -0.0999175 -0.0183252 -0.145899 0.98407
1548265884.49166 0.435624 -1.10386 1.95814 -0.100797 -0.0157214 -0.149301 0.983515
1548265884.52458 0.438237 -1.1068 1.95714 -0.101526 -0.0125168 -0.153644 0.982817
1548265884.55841 0.440263 -1.10973 1.95627 -0.100868 -0.00867614 -0.162109 0.981566
1548265884.59149 0.441 -1.11184 1.95553 -0.100297 -0.00760416 -0.167941 0.980652
1548265884.62489 0.441122 -1.11367 1.95473 -0.100463 -0.00740245 -0.176391 0.979152
1548265884.65829 0.44087 -1.11469 1.95422 -0.10115 -0.00823356 -0.182098 0.978029
1548265884.69166 0.440527 -1.11588 1.95383 -0.102108 -0.00870634 -0.191102 0.976206
1548265884.72485 0.440148 -1.11682 1.95375 -0.103046 -0.00886989 -0.201294 0.974055
1548265884.75825 0.439846 -1.1176 1.95382 -0.104214 -0.00972344 -0.208993 0.9723
1548265884.79165 0.43976 -1.11856 1.95422 -0.104672 -0.0107902 -0.218039 0.970251
1548265884.82503 0.440195 -1.11979 1.95449 -0.105329 -0.0110076 -0.229997 0.967412
1548265884.85812 0.44091 -1.12116 1.95462 -0.105764 -0.0112701 -0.240468 0.964812
1548265884.89159 0.442274 -1.12196 1.95439 -0.105618 -0.010852 -0.249472 0.962544
1548265884.92510 0.444664 -1.12317 1.95367 -0.10242 -0.0126302 -0.258144 0.960579
1548265884.95826 0.448249 -1.12388 1.95278 -0.103075 -0.0116996 -0.265093 0.958626
1548265884.99181 0.453331 -1.12433 1.95181 -0.101747 -0.0117599 -0.271228 0.95705
1548265885.02454 0.460122 -1.12501 1.9508 -0.10158 -0.0108552 -0.275833 0.955761
1548265885.05854 0.468627 -1.12572 1.9502 -0.104392 -0.0045923 -0.277539 0.955015
1548265885.09159 0.477543 -1.12623 1.94969 -0.100198 -0.00417143 -0.284279 0.953482
1548265885.12470 0.486036 -1.12739 1.94907 -0.0952826 -0.00360693 -0.290422 0.952136
